query_index,facts_file,case_count,additional_cases_not_used,triples_after_cleanup,rdfstar_reification_blocks_removed,explicit_task_evidence,Reference,informative__Reference,Publication Year,informative__Publication Year,Task,informative__Task,Case study,informative__Case study,Case study type,informative__Case study type,Input for the model,informative__Input for the model,Number of input variables,informative__Number of input variables,Input type,informative__Input type,Data Pre-processing,informative__Data Pre-processing,Model Approach,informative__Model Approach,Model Type,informative__Model Type,Models,informative__Models,Online/Off-line,informative__Online/Off-line,Number of failure modes,informative__Number of failure modes,Performance indicator,informative__Performance indicator,Performance,informative__Performance,Complementary notes,informative__Complementary notes,Study title,informative__Study title,Publication identifier,informative__Publication identifier
1716,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_0208dfb874f0.ttl,1,0,237,222,True,1,True,2025,True,Fault identification,True,support structure of the boom of a bucket-wheel excavator,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: FactsaxialCrack, FactsfractureToughnessKIc, deviation of mechanical properties from prescribed values, areas of radii transitions, stress concentrator points, wear, welded joints",True,Vicen et al. 2022 study,True,urn:ontocast:facts:Predictive_Maintenance_Article,False
1717,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_0223a171e0d2.ttl,1,0,158,141,True,1,True,2025,True,Fault detection,True,equipment,True,Maintainable item,False,Not reported,False,1,True,FactsrealTimeDataVariable,False,yes,True,Single model,True,"ScholarlyArticle, Predictive maintenance system module, Predictive Maintenance Article, DefinedTerm",True,Machine,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: cross-validation,True,Machine,True,urn:ontocast:facts:Predictive_maintenance_model,False
1718,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_057ee2d61ab9.ttl,1,0,162,153,True,1,True,2025,True,Fault detection,True,industrial assets,True,Maintainable item,False,Not reported,False,1,True,Operational data,True,yes,True,Single model,True,"ScholarlyArticle, Predictive Maintenance Article, Predictive maintenance system module, Article",True,predictive maintenance,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: internet of things; data analysis; augmented reality; virtual reality; predictive maintenance; industrial digitization; system integration; operational efficiency; Design details: FactsdesignDetail1_1,True,predictive maintenance,True,urn:ontocast:facts:FactsproposedSystem,False
1719,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_057fcbb86f5a.ttl,1,0,147,130,True,1,True,2021,False,Health assessment,True,Smart manufacturing system,True,Maintainable item,False,Not reported,False,1,True,historical and real-time sensor data,True,yes,True,Single model,True,"ScholarlyArticle, Predictive Maintenance Article, Predictive maintenance system module",True,Digital Twin Technology model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: Artificial Intelligence, Predictive Maintenance, Cyber-Physical Systems, Machine Learning, Deep Learning, Industrial Internet of Things; Design details: Digital Twin Technology",True,Digital Twin Technology model,True,urn:ontocast:facts:Predictive_maintenance_model,False
1720,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_0622eb5e2542.ttl,1,0,200,183,True,1,True,2021,False,Remaining useful life estimation,True,bearing,True,Maintainable item,False,Not reported,False,9,True,"feature weights Pij, score matrix A, feature space, health indicator, prognostic metrics, FactsremainingUsefulLife_4, time-domain features, vibration signal, wavelet packet energy features",True,yes,True,Multi model,True,"Predictive Maintenance Article, Predictive maintenance system module",True,"Factsarticle_1_6, EWM-KECA health indicator construction method, FactsrulPredictionModule_1, slope-based change point detection method, WOA-Attention-BiLSTM model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: FactsewmKecaMethod, FactsslopeBasedChangePointDetection",True,Factsarticle_1_6,False,urn:ontocast:facts:Factsarticle_1_6,False
1721,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_097175fccb51.ttl,3,2,215,200,True,1,True,2023,True,Fault detection,True,Electric power generation infrastructure,True,Maintainable item,False,Not reported,False,5,True,"operational life, aerial radiometric infrared thermography, thermal anomaly, floating-point temperature numerical values, warmer weather effects",True,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: radiometric infrared thermography; Design details: Drone-aided thermographic imaging,True,Factsarticle1_3,False,urn:ontocast:facts:Factsarticle1_3,False
1722,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_0a35a9d01d3b.ttl,1,0,179,162,True,1,True,2021,False,Remaining useful life estimation,True,bearings,True,Maintainable item,False,Not reported,False,3,True,"few-shot data, variable operating conditions, interdomain transferable features",True,yes,True,Multi model,True,Not reported,False,"convolutional two-channel migration network, cross-domain adaptive structure, deep bidirectional GRU, MetaGRU, multichannel transferable Bi-LSTM model, Factsarticle_structural_health_monitoring_2025, single domain contrastive domain-invariant generalization method, contrastive adversarial domain adaptation method, contrastive Bi-LSTM-enabled health representation learning framework, contrastive generative replay method, gated recurrent unit, kernel regression-based deep transfer metric learning method, Meta-SGD transfer learning approach for remaining useful life prediction, two-channel deep convolutional neural network, stacked bi-directional short-long-term memory framework",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: sample scarcity, variable operating conditions",True,A meta-transfer learning prediction method with few-shot data for the remaining useful life of rolling bearing,True,urn:ontocast:facts:FactsarticleRollingBearingRul,False
1723,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_0ace59f016bb.ttl,1,0,191,176,True,1,True,2021,False,Fault detection,True,steel plate,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Multi model,True,"ScholarlyArticle, predictive maintenance module function",True,"Industrial Part Faults Prediction for Nonlinearity and Implied Temporal Sequences, ENN-SMOTE",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Untitled extracted case,False,urn:ontocast:facts:unknown,False
1724,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_0d9faa6aaa72.ttl,1,0,201,184,True,1,True,2021,False,Remaining useful life estimation,True,blade section,True,Maintainable item,False,Not reported,False,16,True,"angular speed, base load, blade density, cooling effectiveness, creep factor, creep-LCF interactions, cyclic peaking factor, cyclic starting factor for aircraft type engines, LCF damage, gas temperature, low-cycle fatigue damage, number of starts, oxidation damage, severity factor, total operating hours, EOH estimation",True,no,False,Multi model,True,"Algorithm, ScholarlyArticle, Predictive Maintenance Article",True,"creep-LCF interaction model, physics-based equivalent operating hour estimation method, physics-based equivalent operating hours model based on creep-LCF damage interaction, gas turbine performance model, stress model, thermal model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: Equivalent Operating Hour,True,gas turbine performance model,True,urn:ontocast:facts:FactsproposedModule,False
1725,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_0e914695ea05.ttl,1,0,169,153,True,1,True,2024,True,One step future state forecast,True,machine,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Multi model,True,"Predictive Maintenance Article, predictive maintenance module function, Algorithm",True,"condition-based maintenance scheduling, Whittle's index policy",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: Whittle's index heuristic,True,condition-based maintenance scheduling,True,urn:ontocast:facts:Factspaper_4,False
1726,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_10c47ec7eac9.ttl,1,0,209,192,True,1,True,2021,False,Health assessment,True,cable,True,Maintainable item,False,Not reported,False,2,True,"Relaxation time, reference frequency",True,yes,True,Multi model,True,Predictive Maintenance Article,True,"Debye model, FactssourceArticle",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: Aging of XLPE, Sheath current phase, FactsimpedanceSpectroscopyDesignDetail, Set of criteria procedures, Thermal stress",True,FactssourceArticle,False,urn:ontocast:facts:FactssourceArticle,False
1727,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_1327739e1297.ttl,1,0,174,157,True,1,True,2021,False,Remaining useful life estimation,True,electric vehicle application,True,Maintainable item,False,Not reported,False,4,True,"Batch size, heterogeneity of graphite anodes, Number of hidden neurons, Indirect Health Indicator",True,no,False,Multi model,True,"Predictive Maintenance Article, ScholarlyArticle, Algorithm, Predictive maintenance system module, regression",True,"International Journal of Intelligent Engineering and Systems, Vol. 18, No. 4, 2025, cuckoo search optimization variational mode decomposition method, gradient boosting regression tree model, MGSA-LSTM",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,"International Journal of Intelligent Engineering and Systems, Vol. 18, No. 4, 2025",True,urn:ontocast:facts:Factsarticle_8,False
1728,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_16f155a3d6e0.ttl,1,0,140,123,True,1,True,2021,False,Fault detection,True,contact probe,True,Maintainable item,False,Not reported,False,4,True,"time-series data, FactsprobingOverdrive, FactssurfaceRoughness, Factstemperature",True,yes,True,Multi model,True,"Health assessment, Health modelling, ScholarlyArticle, Predictive maintenance system module, Predictive Maintenance Article",True,"CNN-LSTM, Predictive_maintenance_model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: Factsforecast_horizon_1, FactsoxideAccumulation, contact probe",True,Predictive_maintenance_model,True,urn:ontocast:facts:Predictive_maintenance_model,False
1729,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_18a359482a7e.ttl,1,0,131,116,True,1,True,2025,True,Fault detection,True,equipment,True,Maintainable item,False,Not reported,False,1,True,input variable,True,yes,True,Single model,True,"Predictive Maintenance Article, ScholarlyArticle, Predictive maintenance system module, predictive maintenance module function",True,predictive maintenance model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: FactsdynamicSelfUpdating, FactsoperationalCondition",True,predictive maintenance model,True,urn:ontocast:facts:Factspaper_1,False
1730,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_1baac2332fd1.ttl,1,0,237,227,True,1,True,2025,True,Fault detection,True,power transformer,True,Maintainable item,False,Not reported,False,6,True,"diagnostic marker, frequency bands, FRA response, FRA signature, frequency sweep, low voltage",True,no,False,Multi model,True,"classification, Predictive maintenance system module, Fault detection, Fault identification",True,"transformer distributed parameters model, Subspace KNN",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: confusion matrix,True,Factsarticle_12,False,urn:ontocast:facts:Factsarticle_12,False
1731,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_1da4b167547b.ttl,2,1,162,147,True,1,True,2021,False,Fault identification,True,induction motor,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: broken rotor bar fault, Grounded neutral, voltage unbalance",True,Study on the impact of neutral configuration on unbalance detection in induction motors,True,urn:ontocast:facts:Factsarticle1_6,False
1732,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_1e0e70ed831c.ttl,1,0,198,183,True,1,True,2021,False,Remaining useful life estimation,True,FactsfibreboardManufacturingSystem,False,Maintainable item,False,Not reported,False,3,True,"machine wear progression, real-time sensor data, sensor data",True,no,False,Single model,True,"Remaining useful life estimation, Maintainable item, Predictive Maintenance Article, Predictive maintenance system module, Health assessment, regression, Article",True,Random Forest,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Random Forest,True,urn:ontocast:facts:Factsmotor_3,False
1733,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_29104c9d16e5.ttl,1,0,302,286,True,1,True,2021,False,Fault detection,True,Acoustic sensor,True,Maintainable item,False,Not reported,False,9,True,"FactsacousticDataVariable, Audio bit depth, Audio channel format, Audio sampling rate, Captured audio stream, IP-based device identifier, Mel-spectrogram features, Mean squared error, Welch frequency features",True,yes,True,Multi model,True,"ScholarlyArticle, Algorithm, Predictive maintenance system module",True,"Factsarticle_1_7, CNN, Audio-based predictive maintenance system",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: Audio capture configuration, Chunked audio streaming, Factsduration_72_hours, Fault MSE threshold, Feature fusion, Forecast horizons, Audio frame configuration, Future work models, Graphical user interface, Mel-spectrogram generation, Mean squared error anomaly threshold, FactsnetworkThroughput, SPC control limits, SPC monitoring window, Welch frequency features",True,Untitled extracted case,False,urn:ontocast:facts:unknown,False
