query_index,normalized_task,normalized_case_study_type,normalized_case_study,normalized_online_offline,normalized_input_for_model,normalized_input_type,active__normalized_task,active__normalized_case_study_type,active__normalized_case_study,active__normalized_online_offline,active__normalized_input_for_model,active__normalized_input_type,active_content_fields,active_beyond_task,query_information_pattern
1677,Fault feature extraction,,bearing,,,,True,False,True,False,False,False,2,1,task+case_study
1678,Fault detection,,engine,,,engine vibration signal,True,False,True,False,False,True,3,2,task+case_study+input_type
1679,Health assessment,,CNCMT,,,,True,False,True,False,False,False,2,1,task+case_study
1680,Fault detection,,air compressor,,,sensor information,True,False,True,False,False,True,3,2,task+case_study+input_type
1681,Remaining useful life estimation,,cutting tool,,,"batch size, cutting force data, cutting force, environmental vibrations, power signal, temperature, tool wear state, time-series data, vibration signal, workpiece materials",True,False,True,False,False,True,3,2,task+case_study+input_type
1682,Remaining useful life estimation,,battery B7,,,"aging-stage-based input features, capacity, current, health indicators, principal component analysis feature dimensionality reduction, resistance, temperature, voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
1683,Health assessment,,asset condition,,,"degradation patterns, dissolved gas analysis, environmental factors, fault history, load, operational conditions, reliability indicators, temperature, usage intensity, usage patterns",True,False,True,False,False,True,3,2,task+case_study+input_type
1684,Fault detection,,PMSG,,,,True,False,True,False,False,False,2,1,task+case_study
1685,Fault detection,,electric motor,,,temperature,True,False,True,False,False,True,3,2,task+case_study+input_type
1686,Remaining useful life estimation,,,,,,True,False,False,False,False,False,1,0,task
1687,Fault detection,,three-phase synchronous motor,,,,True,False,True,False,False,False,2,1,task+case_study
1688,Health assessment,,engine oil,,,"conductance (G), impedance (|Z|), infrared spectroscopy data, measurement frequency, parallel equivalent capacitance (Cp), phase shift angle (Î¸), viscosity",True,False,True,False,False,True,3,2,task+case_study+input_type
1689,Health assessment,,ship structure,,,,True,False,True,False,False,False,2,1,task+case_study
1690,Fault detection,,,,,"sensor data, Factstemperature, vibration measurements",True,False,False,False,False,True,2,1,task+input_type
1691,Health assessment,,manufacturing equipment,,,,True,False,True,False,False,False,2,1,task+case_study
1692,One step future state forecast,,brass pins,,,"COF, surface roughness, wear depth",True,False,True,False,False,True,3,2,task+case_study+input_type
1693,Remaining useful life estimation,,bottleneck machine,,,,True,False,True,False,False,False,2,1,task+case_study
1694,One step future state forecast,,all-fiber microcavity pressure sensor,,,,True,False,True,False,False,False,2,1,task+case_study
1695,Fault detection,,Component X,,,"features extracted via sliding window and time-series processing, load",True,False,True,False,False,True,3,2,task+case_study+input_type
1696,Remaining useful life estimation,,aero-engine,,,Bearing vibration signals,True,False,True,False,False,True,3,2,task+case_study+input_type
1697,Fault detection,,Rolling element bearing,,,"addendum, backlash, multi-dimensional feature vector, Factsfrequency5120, internal radial clearance, kernel function parameters, Kolmogorov entropy, penalty factors, tooth profile modification, vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1698,Remaining useful life estimation,,lithium-ion battery,,,"battery current, predicted remaining capacity, time-domain features",True,False,True,False,False,True,3,2,task+case_study+input_type
1699,Remaining useful life estimation,,engine,,,"Learning rate, Number of graph convolution layers, Number of hidden units in each layer, Pressure sensor, Rotational speed sensor, Temperature sensor, C-MAPSS dataset",True,False,True,False,False,True,3,2,task+case_study+input_type
1700,Fault detection,,IGBT,,,,True,False,True,False,False,False,2,1,task+case_study
1701,Health assessment,,DC circuit breaker,,,"arc length, terminal current, terminal voltage, arc thermal resistance, voltage drops at the arc roots",True,False,True,False,False,True,3,2,task+case_study+input_type
1702,One step future state forecast,,gear transmission,,,"axial modification, deformations, friction torque, hardness, lubricated surface, normal force, oil acidity, wear intensity, wear volume",True,False,True,False,False,True,3,2,task+case_study+input_type
1703,Fault detection,,main bearing,,,"infrared thermographic temperature data, FactsthermographyFeatures",True,False,True,False,False,True,3,2,task+case_study+input_type
1704,Fault detection,,gear,,,"rotational angle measurement, FactsspeedData, transmission error",True,False,True,False,False,True,3,2,task+case_study+input_type
1705,Fault detection,,gas pipeline,,,"historical data, live sensor information, pressure, real-time monitoring through IoT integration",True,False,True,False,False,True,3,2,task+case_study+input_type
1706,Fault detection,,battery degradation system,,,"Coupling disturbance, Crack growth, Functional configuration, Health state, Latent coupling, Task load",True,False,True,False,False,True,3,2,task+case_study+input_type
1707,Remaining useful life estimation,,bearings,,,"biomarker levels, CD4-lymphocyte count, degradation signal, longitudinal measurement, operating state, prostate specific antigen level, time-to-event data",True,False,True,False,False,True,3,2,task+case_study+input_type
1708,Fault detection,,service-intensive building,,,"asset history and inventory specifications, BMS telemetry, damage index, environment indicators, reference evapotranspiration, flood depth, flow, inundation duration, maintenance and work-order logs, local meteorology, occupancy and usage proxies, pressure, remote sensing, salinity, service loss fraction, setpoint, slope stability factor of safety, temperature, Usage indicators, valve position",True,False,True,False,False,True,3,2,task+case_study+input_type
1709,Fault detection,,rolling element bearing,,,"FactsTransferableFeatures, time-domain signal, vibration signatures",True,False,True,False,False,True,3,2,task+case_study+input_type
1710,Fault detection,,rotating machinery,,,"estimation error, acquired vibration data",True,False,True,False,False,True,3,2,task+case_study+input_type
1711,Fault detection,,bucket elevator,,,"belt velocity, bucket size, feed input rate, kurtosis, bulk-cargo flow rate, characteristics of transported material",True,False,True,False,False,True,3,2,task+case_study+input_type
1712,Fault detection,,UAV engine,,,"aviation data, pressure measurement, robotic systems telemetries, sensor data, temperature measurement, vibration measurement",True,False,True,False,False,True,3,2,task+case_study+input_type
1713,Fault detection,,Francis turbine,,,,True,False,True,False,False,False,2,1,task+case_study
1714,Remaining useful life estimation,,,,,"bearing temperature of the electric motor, collected and labeled data, historical data, incoming real-time data, sensor data",True,False,False,False,False,True,2,1,task+input_type
1715,Fault detection,,rotor,,,thermal state,True,False,True,False,False,True,3,2,task+case_study+input_type
1716,Fault identification,,support structure of the boom of a bucket-wheel excavator,,,,True,False,True,False,False,False,2,1,task+case_study
1717,Fault detection,,equipment,,,,True,False,True,False,False,False,2,1,task+case_study
1718,Fault detection,,industrial assets,,,Operational data,True,False,True,False,False,True,3,2,task+case_study+input_type
1719,Health assessment,,Smart manufacturing system,,,historical and real-time sensor data,True,False,True,False,False,True,3,2,task+case_study+input_type
1720,Remaining useful life estimation,,bearing,,,"feature weights Pij, score matrix A, feature space, health indicator, prognostic metrics, FactsremainingUsefulLife_4, time-domain features, vibration signal, wavelet packet energy features",True,False,True,False,False,True,3,2,task+case_study+input_type
1721,Fault detection,,Electric power generation infrastructure,,,"operational life, aerial radiometric infrared thermography, thermal anomaly, floating-point temperature numerical values, warmer weather effects",True,False,True,False,False,True,3,2,task+case_study+input_type
1722,Remaining useful life estimation,,bearings,,,"few-shot data, variable operating conditions, interdomain transferable features",True,False,True,False,False,True,3,2,task+case_study+input_type
1723,Fault detection,,steel plate,,,,True,False,True,False,False,False,2,1,task+case_study
1724,Remaining useful life estimation,,blade section,,,"angular speed, base load, blade density, cooling effectiveness, creep factor, creep-LCF interactions, cyclic peaking factor, cyclic starting factor for aircraft type engines, LCF damage, gas temperature, low-cycle fatigue damage, number of starts, oxidation damage, severity factor, total operating hours, EOH estimation",True,False,True,False,False,True,3,2,task+case_study+input_type
1725,One step future state forecast,,machine,,,,True,False,True,False,False,False,2,1,task+case_study
1726,Health assessment,,cable,,,"Relaxation time, reference frequency",True,False,True,False,False,True,3,2,task+case_study+input_type
1727,Remaining useful life estimation,,electric vehicle application,,,"Batch size, heterogeneity of graphite anodes, Number of hidden neurons, Indirect Health Indicator",True,False,True,False,False,True,3,2,task+case_study+input_type
1728,Fault detection,,contact probe,,,"time-series data, FactsprobingOverdrive, FactssurfaceRoughness, Factstemperature",True,False,True,False,False,True,3,2,task+case_study+input_type
1729,Fault detection,,equipment,,,input variable,True,False,True,False,False,True,3,2,task+case_study+input_type
1730,Fault detection,,power transformer,,,"diagnostic marker, frequency bands, FRA response, FRA signature, frequency sweep, low voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
1731,Fault identification,,induction motor,,,,True,False,True,False,False,False,2,1,task+case_study
1732,Remaining useful life estimation,,,,,"machine wear progression, real-time sensor data, sensor data",True,False,False,False,False,True,2,1,task+input_type
1733,Fault detection,,Acoustic sensor,,,"FactsacousticDataVariable, Audio bit depth, Audio channel format, Audio sampling rate, Captured audio stream, IP-based device identifier, Mel-spectrogram features, Mean squared error, Welch frequency features",True,False,True,False,False,True,3,2,task+case_study+input_type
