query_index;facts_file;extracted_case_count;task;case_study_type;case_study;online_offline;input_for_model;input_type;normalization_notes;normalized_task;normalized_case_study_type;normalized_case_study;normalized_online_offline;normalized_input_for_model;normalized_input_type;top_k;pool_size
1546;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_91df9176f791.ttl;1;Remaining useful life estimation;Maintainable item;machine tool saddle;Unknown synchronization;Not reported;cutting forces, cutting temperature, machining parameters, real-time sensor inputs, tool wear;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Remaining useful life estimation;;machine tool saddle;;;cutting forces, cutting temperature, machining parameters, real-time sensor inputs, tool wear;5;15
1547;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_929e8eacab06.ttl;1;Fault identification;Maintainable item;bearing;Unknown synchronization;Not reported;bearing vibration signal, electromagnetic interference, FactsinputVectors1, mechanical noise;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault identification;;bearing;;;bearing vibration signal, electromagnetic interference, FactsinputVectors1, mechanical noise;5;15
1548;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_931d2045891f.ttl;1;One step future state forecast;Maintainable item;heat exchanger;Unknown synchronization;Not reported;bacteria levels, pH;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;One step future state forecast;;heat exchanger;;;bacteria levels, pH;5;15
1549;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_94baf47856f2.ttl;1;Fault detection;Maintainable item;battery;Unknown synchronization;Not reported;charge-discharge patterns, initial data, operating conditions, temperature;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;battery;;;charge-discharge patterns, initial data, operating conditions, temperature;5;15
1550;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_958c5788cbb4.ttl;1;Fault detection;Maintainable item;rolling bearing;Unknown synchronization;Not reported;load, Reconstruction along projection pathway health indicator;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;rolling bearing;;;load, Reconstruction along projection pathway health indicator;5;15
1551;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_95da473de9aa.ttl;1;Fault detection;Maintainable item;gear;Unknown synchronization;Not reported;vibration signal;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;gear;;;vibration signal;5;15
1552;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9779d21369c9.ttl;1;Fault identification;Maintainable item;electrolytic capacitor;Unknown synchronization;Not reported;input current, frequency band wavelet packet dispersion entropy features;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault identification;;electrolytic capacitor;;;input current, frequency band wavelet packet dispersion entropy features;5;15
1553;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_97b4ec133f74.ttl;1;Remaining useful life estimation;Maintainable item;EV battery;Unknown synchronization;Not reported;cycling, deterioration, discharge period, environmental factors, internal resistance, remaining useful life;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Remaining useful life estimation;;EV battery;;;cycling, deterioration, discharge period, environmental factors, internal resistance, remaining useful life;5;15
1554;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9876407b52cf.ttl;1;Health assessment;Maintainable item;mechanical harvester;Unknown synchronization;mechanized harvesting;mechanical harvester features, Mechanical status;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: mechanized harvesting;Health assessment;;mechanical harvester;;;mechanical harvester features, Mechanical status;5;15
1555;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_992eca23346f.ttl;1;Remaining useful life estimation;Maintainable item;electric motor;Unknown synchronization;Not reported;current, vibration level, motor current signature data, raw spectral data;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Remaining useful life estimation;;electric motor;;;current, vibration level, motor current signature data, raw spectral data;5;15
1556;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_997ba1e83522.ttl;1;Health assessment;Maintainable item;power battery;Unknown synchronization;Not reported;Fan speed, hydrogen crossover current, oxygen transfer, Stack temperature;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;power battery;;;Fan speed, hydrogen crossover current, oxygen transfer, Stack temperature;5;15
1557;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_99836d643bbf.ttl;1;Health assessment;Maintainable item;Factssts316l_workpiece;Unknown synchronization;Not reported;Acoustic emission, cutting direction, Cutting forces, cutting speed, Depth of cut, Feed rate, FactslatentFeatureSpace, Spindle current, Spindle vibration signals, Tool geometry;case-study type dropped: Maintainable item | case study dropped: Factssts316l_workpiece | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;;;;Acoustic emission, cutting direction, Cutting forces, cutting speed, Depth of cut, Feed rate, FactslatentFeatureSpace, Spindle current, Spindle vibration signals, Tool geometry;5;15
1558;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9b3a73543329.ttl;1;Fault detection;Maintainable item;centrifugal pump;Unknown synchronization;Not reported;flow rate, NPSH;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;centrifugal pump;;;flow rate, NPSH;5;15
1559;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9c32faf39d38.ttl;1;Health assessment;Maintainable item;Factsbattery_1;Unknown synchronization;Not reported;battery degradation, temperature, internal resistance, FactsionMobility, FactssolarEnergyGeneration;case-study type dropped: Maintainable item | case study dropped: Factsbattery_1 | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;;;;battery degradation, temperature, internal resistance, FactsionMobility, FactssolarEnergyGeneration;5;15
1560;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9c7c6b0864ab.ttl;1;Remaining useful life estimation;Maintainable item;aircraft turbine;Unknown synchronization;Not reported;raw data, sensor readings, training data;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Remaining useful life estimation;;aircraft turbine;;;raw data, sensor readings, training data;5;15
1561;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9c8b15693d26.ttl;1;Remaining useful life estimation;Maintainable item;FactsaeroEngine_5;Unknown synchronization;Not reported;FactsimageBasedFeatures, FactsmultiSensorSignals, Remaining useful life;case-study type dropped: Maintainable item | case study dropped: FactsaeroEngine_5 | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Remaining useful life estimation;;;;;FactsimageBasedFeatures, FactsmultiSensorSignals, Remaining useful life;5;15
1562;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9d4c5911e7e3.ttl;1;Health assessment;Maintainable item;bearings;Unknown synchronization;Not reported;condition monitoring data, FactsdataVariable3, extracted key features;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;bearings;;;condition monitoring data, FactsdataVariable3, extracted key features;5;15
1563;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9e5bfe950a14.ttl;1;Fault detection;Maintainable item;blade;Unknown synchronization;Not reported;Blade tip displacement, blade vibration, time of arrival, Varying rotational speed, Varying vibration displacement;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Fault detection;;blade;;;Blade tip displacement, blade vibration, time of arrival, Varying rotational speed, Varying vibration displacement;5;15
1564;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9e7a0cc451f9.ttl;1;Health assessment;Maintainable item;tire;Unknown synchronization;Not reported;tire fraction used for treading;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;tire;;;tire fraction used for treading;5;15
1565;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9e9b25268747.ttl;1;Health assessment;Maintainable item;tool;Unknown synchronization;Not reported;cutting force, FactsmachinedSurfaceQuality, spindle vibration data, surface roughness;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported;Health assessment;;tool;;;cutting force, FactsmachinedSurfaceQuality, spindle vibration data, surface roughness;5;15
1566;extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9f2c1cdabe89.ttl;1;Fault detection;Maintainable item;hydrodynamic bearing;Unknown synchronization;Not reported;Not reported;case-study type dropped: Maintainable item | default online/offline dropped: Unknown synchronization | input-for-model dropped: Not reported | input type dropped: Not reported;Fault detection;;hydrodynamic bearing;;;;5;15
